2026-05-10 20:41:33.007478,33.45,28.16,1012.73
2026-05-10 20:41:38.012011,33.57,28.03,1012.75
2026-05-10 20:41:43.016997,33.49,28.54,1012.75
2026-05-10 20:41:48.021996,33.47,28.38,1012.74
